
751,751,0,1268.2413165569305
742,742,1,3001.4796726703644
742,742,2,4758.69226360321
742,743,3,6513.452553510666
736,736,4,8269.869584798813
728,728,5,10024.307898044586
728,734,6,11778.933165073395
728,731,7,13532.529161930084
727,727,8,15285.193060874939
718,718,9,17036.750864744186
718,719,10,18787.259623765945
718,721,11,20535.280267715454
717,717,12,22282.28566646576
713,713,13,24025.326700925827
711,711,14,25767.365007162094
704,704,15,27506.83451938629
704,708,16,29245.03324532509
702,702,17,30980.19789004326
702,702,18,32715.44696354866
702,703,19,34447.06495332718
702,703,20,36177.53107881546
698,698,21,37907.18225955963
697,697,22,39636.089707136154
696,696,23,41363.32080602646
694,694,24,43088.3950817585
694,694,25,44812.29071712494
691,691,26,46534.97663140297
690,690,27,48254.8473880291
690,690,28,49972.627292871475
690,690,29,51686.39297223091
689,689,30,53399.36604332924
689,689,31,55109.776646614075
689,689,32,56818.67061305046
689,689,33,58525.84984779358
689,689,34,60230.60620093346
687,687,35,61933.68731832504
687,687,36,63636.14436364174
687,688,37,65337.08301305771
687,687,38,67037.16984796524
687,688,39,68736.39161014557
687,687,40,70436.13240027428
687,687,41,72133.86024093628
687,687,42,73833.10591483116
687,687,43,75530.43193483353
687,687,44,77229.15822172165
687,687,45,78926.45789980888
687,687,46,80624.31276321411
687,687,47,82322.20204734802
687,687,48,84020.4277279377
687,687,49,85718.29137444496
