15,15,0,386.19242238998413
13,13,1,1067.123330116272
13,13,2,1744.2887303829193
10,10,3,2415.6591618061066
10,10,4,3080.540951490402
8,8,5,3741.069492340088
7,7,6,4393.624036073685
6,6,7,5040.112715244293
5,5,8,5681.872658729553
4,4,9,6313.299502372742
4,5,10,6937.330636501312
3,3,11,7552.117677927017
3,3,12,8157.49501824379
3,3,13,8751.85788321495
2,2,14,9337.694304943085
2,2,15,9912.458441019058
1,1,16,10477.935957193375
1,1,17,11040.414256095886
1,1,18,11592.082049131393
1,1,19,12142.935256958008
1,1,20,12689.58960390091
1,1,21,13233.40367603302
1,1,22,13775.382004022598
1,1,23,14312.235146284103
1,1,24,14849.364560842514
1,1,25,15384.054832696915
1,1,26,15914.597965478897
1,1,27,16441.185091018677
1,1,28,16967.154641628265
1,1,29,17492.45141863823
1,1,30,18018.299262046814
1,1,31,18542.410965681076
1,1,32,19067.79093837738
1,1,33,19590.979582309723
1,1,34,20112.66650700569
1,1,35,20634.273772716522
1,1,36,21151.769854307175
1,1,37,21670.733133792877
1,1,38,22189.207900762558
1,1,39,22706.165495872498
1,1,40,23226.688740730286
1,1,41,23744.604207992554
1,1,42,24262.47742843628
1,1,43,24780.03949904442
1,1,44,25299.582709550858
0,0,45,25818.334210395813
