
751,751,0,1268.6613159179688
742,742,1,3000.0462539196014
739,739,2,4755.854569196701
729,729,3,6508.930675506592
729,739,4,8263.130602836609
729,734,5,10014.462690353394
729,735,6,11766.781307935715
728,728,7,13516.727140426636
727,727,8,15267.290343284607
726,726,9,17015.685529708862
724,724,10,18764.160811901093
720,720,11,20510.518949508667
718,718,12,22254.96517753601
711,711,13,23996.805915117264
711,712,14,25738.87509536743
711,712,15,27478.524727344513
708,708,16,29216.08884525299
708,709,17,30951.686686754227
706,706,18,32686.68040752411
706,706,19,34418.2882540226
702,702,20,36150.97800922394
702,703,21,37880.768815517426
702,702,22,39607.81439256668
701,701,23,41334.5540766716
699,699,24,43060.797600507736
699,699,25,44783.56280350685
696,696,26,46505.79822778702
696,696,27,48224.10467147827
694,694,28,49938.493139505386
694,694,29,51648.41756057739
694,694,30,53356.68594908714
693,693,31,55062.473643779755
693,693,32,56766.63135385513
693,693,33,58469.59430074692
693,693,34,60173.50562477112
692,692,35,61878.440133333206
692,693,36,63581.37951827049
692,692,37,65283.85814547539
692,692,38,66986.69036436081
692,692,39,68689.95465421677
692,692,40,70393.67691516876
692,692,41,72098.10538840294
692,692,42,73801.5903058052
692,692,43,75505.54803848267
691,691,44,77210.83390259743
691,691,45,78913.45009613037
691,692,46,80618.8101735115
691,691,47,82323.00023317337
691,691,48,84027.76139950752
690,690,49,85732.38650298119
