26,26,0,103.75423550605774
24,24,1,369.95992612838745
21,21,2,637.9843881130219
21,21,3,905.9509139060974
20,20,4,1170.7817633152008
20,20,5,1435.9538433551788
20,20,6,1702.448740720749
19,19,7,1968.3961391448975
19,19,8,2243.181985616684
19,20,9,2509.3710005283356
19,19,10,2774.8655726909637
19,19,11,3040.0793840885162
19,19,12,3323.222324371338
19,19,13,3590.3778860569
19,19,14,3857.0208847522736
19,19,15,4123.066526412964
19,19,16,4391.172849655151
19,19,17,4667.758953809738
19,19,18,4936.315674781799
19,19,19,5203.627463102341
19,19,20,5471.254577636719
19,19,21,5748.2762088775635
19,19,22,6021.229419231415
19,19,23,6286.85448884964
19,20,24,6553.333601951599
19,19,25,6819.651908397675
19,19,26,7096.72850394249
19,19,27,7362.108993768692
19,19,28,7629.876464128494
19,19,29,7898.158410787582
19,19,30,8166.324077367783
19,19,31,8451.70740699768
19,19,32,8719.976037025452
