
749,749,0,1268.6397092342377
739,739,1,3002.9359138011932
739,740,2,4762.181561470032
739,743,3,6518.252214670181
737,737,4,8274.89607667923
737,738,5,10027.795022249222
737,737,6,11782.898703336716
730,730,7,13535.809115171432
722,722,8,15288.307171821594
721,721,9,17039.271780967712
721,724,10,18789.148365974426
716,716,11,20537.6313495636
714,714,12,22284.755087852478
710,710,13,24027.448746919632
710,712,14,25768.487653017044
709,709,15,27505.76234769821
706,706,16,29239.6096971035
706,707,17,30970.18555498123
703,703,18,32698.945455789566
703,705,19,34427.34093666077
702,702,20,36156.03807640076
699,699,21,37883.25409293175
698,698,22,39609.44259929657
698,698,23,41331.930804252625
695,695,24,43052.912964344025
695,695,25,44770.288288354874
693,693,26,46483.59851861
693,693,27,48192.30611395836
692,692,28,49899.906158685684
692,692,29,51605.92703080177
691,691,30,53311.76520252228
690,690,31,55016.90228462219
690,691,32,56722.269728899
690,690,33,58426.93642258644
690,690,34,60132.209998607635
690,690,35,61838.654967308044
690,690,36,63543.9786362648
690,690,37,65249.5780441761
690,691,38,66954.1321246624
690,690,39,68660.43085694313
689,689,40,70366.92524337769
688,688,41,72073.25251030922
688,688,42,73778.77519059181
688,690,43,75483.3927526474
688,689,44,77189.8246614933
688,689,45,78894.2514102459
688,689,46,80600.60674858093
688,690,47,82306.58783602715
688,688,48,84014.40061855316
688,690,49,85721.04938340187
